-1, -1, 0
-1, -0.99, 0
-1, -0.98, 0
-1, -0.97, 0
-1, -0.96, 0
-1, -0.95, 0
-1, -0.94, 0
-1, -0.93, 0
-1, -0.92, 0
-1, -0.91, 0
-1, -0.9, 0
-1, -0.89, 0
-1, -0.88, 0
-1, -0.87, 0
-1, -0.86, 0
-1, -0.85, 0
-1, -0.84, 0
-1, -0.83, 0
-1, -0.82, 0
-1, -0.81, 0
-1, -0.8, 0
-1, -0.79, 0
-1, -0.78, 0
-1, -0.77, 0
-1, -0.76, 0
-1, -0.75, 0
-1, -0.74, 0
-1, -0.73, 0
-1, -0.72, 0
-1, -0.71, 0
-1, -0.7, 0
-1, -0.69, 0
-1, -0.68, 0
-1, -0.67, 0
-1, -0.66, 0
-1, -0.65, 0
-1, -0.64, 0
-1, -0.63, 0
-1, -0.62, 0
-1, -0.61, 0
-1, -0.6, 0
-1, -0.59, 0
-1, -0.58, 0
-1, -0.57, 0
-1, -0.56, 0
-1, -0.55, 0
-1, -0.54, 0
-1, -0.53, 0
-1, -0.52, 0
-1, -0.51, 0
-1, -0.5, 0
-1, -0.49, 0
-1, -0.48, 0
-1, -0.47, 0
-1, -0.46, 0
-1, -0.45, 0
-1, -0.44, 0
-1, -0.43, 0
-1, -0.42, 0
-1, -0.41, 0
-1, -0.4, 0
-1, -0.39, 0
-1, -0.38, 0
-1, -0.37, 0
-1, -0.36, 0
-1, -0.35, 0
-1, -0.34, 0
-1, -0.33, 0
-1, -0.32, 0
-1, -0.31, 0
-1, -0.3, 0
-1, -0.29, 0
-1, -0.28, 0
-1, -0.27, 0
-1, -0.26, 0
-1, -0.25, 0
-1, -0.24, 0
-1, -0.23, 0
-1, -0.22, 0
-1, -0.21, 0
-1, -0.2, 0
-1, -0.19, 0
-1, -0.18, 0
-1, -0.17, 0
-1, -0.16, 0
-1, -0.15, 0
-1, -0.14, 0
-1, -0.13, 0
-1, -0.12, 0
-1, -0.11, 0
-1, -0.1, 0
-1, -0.09, 0
-1, -0.08, 0
-1, -0.07, 0
-1, -0.06, 0
-1, -0.05, 0
-1, -0.04, 0
-1, -0.03, 0
-1, -0.02, 0
-1, -0.01, 0
-1, 0, 0
-1, 0.01, 0
-1, 0.02, 0
-1, 0.03, 0
-1, 0.04, 0
-1, 0.05, 0
-1, 0.06, 0
-1, 0.07, 0
-1, 0.08, 0
-1, 0.09, 0
-1, 0.1, 0
-1, 0.11, 0
-1, 0.12, 0
-1, 0.13, 0
-1, 0.14, 0
-1, 0.15, 0
-1, 0.16, 0
-1, 0.17, 0
-1, 0.18, 0
-1, 0.19, 0
-1, 0.2, 0
-1, 0.21, 0
-1, 0.22, 0
-1, 0.23, 0
-1, 0.24, 0
-1, 0.25, 0
-1, 0.26, 0
-1, 0.27, 0
-1, 0.28, 0
-1, 0.29, 0
-1, 0.3, 0
-1, 0.31, 0
-1, 0.32, 0
-1, 0.33, 0
-1, 0.34, 0
-1, 0.35, 0
-1, 0.36, 0
-1, 0.37, 0
-1, 0.38, 0
-1, 0.39, 0
-1, 0.4, 0
-1, 0.41, 0
-1, 0.42, 0
-1, 0.43, 0
-1, 0.44, 0
-1, 0.45, 0
-1, 0.46, 0
-1, 0.47, 0
-1, 0.48, 0
-1, 0.49, 0
-1, 0.5, 0
-1, 0.51, 0
-1, 0.52, 0
-1, 0.53, 0
-1, 0.54, 0
-1, 0.55, 0
-1, 0.56, 0
-1, 0.57, 0
-1, 0.58, 0
-1, 0.59, 0
-1, 0.6, 0
-1, 0.61, 0
-1, 0.62, 0
-1, 0.63, 0
-1, 0.64, 0
-1, 0.65, 0
-1, 0.66, 0
-1, 0.67, 0
-1, 0.68, 0
-1, 0.69, 0
-1, 0.7, 0
-1, 0.71, 0
-1, 0.72, 0
-1, 0.73, 0
-1, 0.74, 0
-1, 0.75, 0
-1, 0.76, 0
-1, 0.77, 0
-1, 0.78, 0
-1, 0.79, 0
-1, 0.8, 0
-1, 0.81, 0
-1, 0.82, 0
-1, 0.83, 0
-1, 0.84, 0
-1, 0.85, 0
-1, 0.86, 0
-1, 0.87, 0
-1, 0.88, 0
-1, 0.89, 0
-1, 0.9, 0
-1, 0.91, 0
-1, 0.92, 0
-1, 0.93, 0
-1, 0.94, 0
-1, 0.95, 0
-1, 0.96, 0
-1, 0.97, 0
-1, 0.98, 0
-1, 0.99, 0
-1, 1, 0
-0.99, -1, 0
-0.99, -0.99, 0.000393313
-0.99, -0.98, 0.000782648
-0.99, -0.97, 0.00116801
-0.99, -0.96, 0.00154938
-0.99, -0.95, 0.00192679
-0.99, -0.94, 0.00230021
-0.99, -0.93, 0.00266967
-0.99, -0.92, 0.00303514
-0.99, -0.91, 0.00339664
-0.99, -0.9, 0.00375417
-0.99, -0.89, 0.00410773
-0.99, -0.88, 0.00445732
-0.99, -0.87, 0.00480293
-0.99, -0.86, 0.00514457
-0.99, -0.85, 0.00548224
-0.99, -0.84, 0.00581595
-0.99, -0.83, 0.00614568
-0.99, -0.82, 0.00647144
-0.99, -0.81, 0.00679324
-0.99, -0.8, 0.00711107
-0.99, -0.79, 0.00742494
-0.99, -0.78, 0.00773484
-0.99, -0.77, 0.00804077
-0.99, -0.76, 0.00834274
-0.99, -0.75, 0.00864075
-0.99, -0.74, 0.00893479
-0.99, -0.73, 0.00922487
-0.99, -0.72, 0.00951099
-0.99, -0.71, 0.00979314
-0.99, -0.7, 0.0100713
-0.99, -0.69, 0.0103456
-0.99, -0.68, 0.0106159
-0.99, -0.67, 0.0108822
-0.99, -0.66, 0.0111445
-0.99, -0.65, 0.0114029
-0.99, -0.64, 0.0116574
-0.99, -0.63, 0.0119079
-0.99, -0.62, 0.0121544
-0.99, -0.61, 0.012397
